year,hour,questionNumber,questionText,answer,reasoning
2025,13,6,"Some movie posters for a theatrical release feature the title character leaning on a vandalized road sign, arms crossed, wearing red and white shoes, and a smug look on his face. Please tell us the road sign's modified message.",Speed Limit 765,"Question stated from 6:39:50 onwards, repeated multiple times through 6:45:50. Answer given at 6:45:50 as 'Speed Limit 765'. This refers to the Elf movie poster with Buddy the Elf. --- Question is repeated multiple times. Answer is given at 6:45:50 as 'speed limit 765'. The character description matches the movie poster for the film with this character."
2025,13,7,"In 1992, Upper Deck put out a series of collectible cards celebrating Beauty and the Beast. What is the name of the character who appears on the front of card number 39?",Maurice,"Question stated from 6:45:50 onwards, repeated at 6:48:50 and 6:49:51. Answer given at 6:51:51 as 'Maurice'. There is confusion in transcription between 'card 32' and 'card 39' but the answer Maurice corresponds to card 39. --- Question is repeated multiple times with some confusion about card numbers (32 vs 39, though the focus is on 39). Answer is clearly given at 6:51:51 as 'Maurice'. The transcript shows this is hour 13, question 7."
2025,13,8,"Though he took it on a whim and didn't stay with it very long, not even long enough to punch out and get paid for the time he worked, television character Connor McAllister got his first job. What is the name of the business where he worked?",Cathy's Counter,"Question stated from 6:51:51 onwards, repeated multiple times through 6:57:21. Answer given at 6:57:51 as 'Cathy's Counter'. Connor McAllister is a character from the TV show 'Degrassi: The Next Generation'. --- The transcript at 6:57:51 states 'Television character Connor McAllister got his first job. What is the name of the business where he worked? He worked at Kathy's counter. Again, that is Cathy's counter.' The answer is clearly given as Kathy's/Cathy's counter. Note: transcription shows both 'Kathy's' and 'Cathy's' - likely same answer with spelling variation. --- Question is repeated multiple times. Answer is given at 6:57:51 as 'Cathy's counter'. The character name is given as 'Connor McAllister' in most instances. Note: timestamp 6:51:51 labels this as 'Question 18 of our 13' which is clearly a transcription error - should be Question 8. --- Found at 6:57:51. The question asks about Connor McAllister's first job and where he worked. The answer is clearly stated as 'Kathy's counter' (also written as 'Cathy's counter' in the transcription). This is the final question of hour 13."
2025,14,1,"It's time for breakfast, so break out the cereal. Three tour buses for fictional musicians appear on the back of a cereal box. According to the names on the sides of the buses, two of the acts are the Crunch Music Masters and the Milk Bowlers. What is the name of the third act?",Sweet Popper,"Question repeated multiple times starting at 7:05:22. The answer is given at 7:14:22: 'It is sweet popper, again, that's sweet popper.' This is a reference to Cap'n Crunch cereal boxes which featured fictional bands. --- Found at 7:05:22 and answered at 7:14:22. The question is read multiple times. The answer is given as 'Sweet Popper' (also transcribed as 'sweet popper'). This is clearly question 1 of hour 14."
2025,14,2,"Xantar is a fictional video game character, a jelly-like cube that could eat people for breakfast. One of the secrets to this fictional coin operated video game's profitability is that advancing levels is impossible, so players keep feeding at quarters in the vain attempt to advance. At what fictional arcade chain would kids play it?",Noah's arcade,"Question repeated multiple times starting at 7:14:52. Answer given at 7:21:53: 'The answer is Noah's arcade, that is Noah's arcade.' This is a reference to the video game Pac-Man and appears in Baby's Day Out film. --- Found at 7:14:22 and answered at 7:21:53. The question is read multiple times with slight variations in wording. The answer is clearly stated as 'Noah's arcade'. This is question 2 of hour 14."
2025,14,3,"What is the first name, nickname, and last name of the late 19th century goalie who weighed over 300 pounds and is argued to be the first person targeted by the football chant who ate all the pies?",William Fatty Fulk,"Question repeated multiple times starting at 7:21:53. Answer given at 7:27:23: 'that is William Fatty Fulk. Again, his name was William Fatty Fulk.' This refers to a famous football goalkeeper from the 1800s. --- Found at 7:21:53 and answered at 7:27:23. The question asks for first name, nickname, and last name of a 19th century goalie. The answer is given as 'William Fatty Fulk' where 'Fatty' is the nickname. This is question 3 of hour 14."
2025,14,4,What is the registered trademark brand of bacon that in print advertising compares itself to regular bacon so favorably that you might be inspired to name your child after it?,Wright bacon,"Question repeated multiple times starting at 7:28:24. Answer given at 7:34:54: 'The brand is a right. It is right bacon.' This is a pun-based advertisement where Wright sounds like 'right' - comparing Wright brand bacon to 'wrong' bacon. --- Found at 7:28:24 and answered at 7:34:54. The question is read multiple times. The answer is given as 'Wright bacon' (the brand name is Wright, which sounds like 'right'). This is question 4 of hour 14."
2025,14,5,What is the name of the sugar sugar blasted oat cereal that animated character Timothy Templeton and his brother use as an ingredient in a special recipe to make something that babysitters are terrified of?,Cluster Puffed,"Question repeated multiple times starting at 7:34:54. Answer given at 7:40:25: 'It is cluster puffed. The cereal they used was cluster puffed.' This refers to the animated film 'Boss Baby' where Timothy Templeton and his brother make a potion. --- Question clearly identified as 'question 5 of our 14' at timestamp 7:37:54. Answer given at 7:40:25 as 'cluster puffed'. This is from the movie 'The Boss Baby' where the brothers make a concoction with the cereal. --- Found at 7:34:54 and answered at 7:40:25. The question is read multiple times with variations ('sugar-based', 'sugar blasted'). The answer is given as 'Cluster Puffed'. This is question 5 of hour 14. Timothy Templeton is from the animated series 'Boss Baby'. --- Question clearly identified as 'question 5 of our 14'. The answer 'cluster puffed' is explicitly stated at timestamp 7:40:25. The question references the movie 'Boss Baby' where the brothers use this cereal to make a secret formula."
2025,14,6,"A movie tie-in packaging for a toastable pastry includes a photo of a character from the film with a quote about the product. A word appears on the photo of the product, written in pink icing. What is the word?",Fetch,Question is read at 7:40:55 but the answer is not provided in this transcript chunk. The question is set up but response/answer section is cut off. --- Question 6 of hour 14 identified at 7:40:55. Answer given at 7:45:55 as 'fetch'. This refers to Mean Girls movie tie-in Pop-Tarts packaging where the word 'fetch' appears in pink icing. --- Found at 7:40:55. Question 6 of hour 14 is read but the answer is not provided in this transcript chunk. The question is about a word in pink icing on movie tie-in packaging for toastable pastries (likely Pop-Tarts). --- Question identified as 'question 6 of our 14' at timestamp 7:40:55. Answer 'fetch' is given at timestamp 7:45:55. This references Mean Girls and Toaster Strudels featuring Regina George with the word 'Fetch' in pink icing on the packaging.
2025,14,7,"A group of literary characters find out that alien creatures are attempting to take over the earth are addicted to a specific kind and flavor of a certain breakfast food. When ingested, it also replaces parts of the alien's brains. What four words describe that specific breakfast food, kind, and flavor that is so addictive?",Maple Ginger Instant Oatmeal,"Question 7 of hour 14 identified at multiple timestamps. Answer given at 7:51:55 as 'maple ginger instant oatmeal'. Host notes this answer can be given in any order. This is from the Mars Attacks! film involving alien creatures. --- Question identified at timestamp 7:46:25 as 'question 7 of our 14th'. Answer given at timestamp 7:51:55 as 'maple ginger, instant oatmeal' with note that order doesn't matter. This references the book/movie 'Breakfast of Champions' by Kurt Vonnegut."
2025,14,8,"An aspiring big screen hockey player gets bad news from his girlfriend, a kindergarten teacher. The next day, his grandmother calls with more bad news, leading him to rush out the door. As he leaves, a companion asks about breakfast. What character appears on the box his companion holds?",Captain Crunch,Question 8 of hour 14 identified at 7:52:25. Answer given at 7:57:56 as 'Captain Crunch'. This is from the movie 'Mighty Ducks' where the character rushes out and someone mentions breakfast cereal with Captain Crunch on the box. --- Question identified at timestamp 7:52:25 as 'question 8' and clarified as final question of the hour. Answer 'Captain Crunch' given at timestamp 7:57:56. This references the movie 'Sudden Death' with Jean-Claude Van Damme.
2025,15,1,What is the first and last name of the television character who claims for himself the nickname Steph Corfey?,Elias Papadakis,Question 1 of hour 15 identified at 8:04:57. Answer given at 8:09:57 as 'Elias Papadakis'. This is from the TV show 'Ginny & Georgia' where the character uses this nickname. --- Question clearly identified at timestamp 8:04:27 as 'question one of our 15'. Answer 'Elias Papadakis' given at timestamp 8:09:57. This references the character from the TV show 'Schitt's Creek'.
2025,15,2,"One of the next roles played by a boy who appeared in a fictional commercial for Pringles was a minor and disappointing role in a school play. According to another character's line in that play, what is the minor role this big screen character played? Please be complete.",Village Idiot,"Question 2 of hour 15 identified at 8:10:27. Answer given at 8:15:57 as 'village idiot'. The question asks what minor role was played in a school play, and the answer is 'village idiot'. Transcription shows 'Pia Ease' but likely means 'Pringles'. This is from a movie featuring a character in a Pringles commercial. --- Clearly marked as 'question number 2 of our 15'. Answer given as 'village idiot' at timestamp 8:16:28. The question is about a character who had a minor role in a school play within a film. --- Question identified at timestamp 8:10:27 as 'question 2 of our 15'. Answer 'village idiot' given at timestamp 8:15:57. The question references a character who appeared in a fictional Pia Else commercial and later played a minor role in a school play within a movie. --- Clearly marked as 'question number 2 of our 15'. The answer is explicitly stated: 'The answer, village idiot, once again, the answer to question 2 of our 15, village idiot.' The question text was reconstructed from multiple readings, correcting 'Pia ease' to 'Pia' and cleaning up the transcription."
2025,15,3,"A world champion boxer won titles in three weight divisions and was never knocked out in over 80 fights. Before he hit it big, he worked for Al Capone. Later, a fictionalized account of his actions at Guadalcanal became a movie. What is the first and last name this boxer used in competition?",Barney Ross,"Question 3 of hour 15 identified at 8:18:28 and 8:18:58. No answer is provided in this transcript chunk. The question is read but the answer section is not included in the provided text. --- Clearly marked as 'question 3 hour 15' and repeated multiple times. Answer given at 8:24:58 as 'Barney Ross'. The description matches the real boxer Barney Ross who had this career path. --- Question identified at timestamp 8:18:28 as 'question three of our 15'. No answer is provided in this transcript chunk. The question is about a historical boxer with specific biographical details (never knocked out, worked for Al Capone, Guadalcanal involvement). --- Marked as 'question 3 hour 15' or 'question 3 of our 15'. The answer is stated: 'The answer, Barney Ross, once again, the answer to question 3 hour 15, Barney Ross.' Question text reconstructed from multiple complete readings in the transcript."
2025,15,4,"According to literature, a war between two groups started over an argument about the proper method of breaking eggs. These two peoples are separated by a channel of water that is 800 yards wide and 70 glum gluffs deep at its deepest point. How deep in feet is 70 glum gluffs?",6 feet,Marked as 'question number 4 of our 15'. The unusual word 'glum gluffs' appears to be a transcription of a made-up measurement unit from Jonathan Swift's Gulliver's Travels. Answer given at 8:31:29 as '6 ft'. This is a reference to Lilliput from Gulliver's Travels where the egg-breaking conflict occurs. --- Marked as 'question number 4 of our 15'. The answer is explicitly given: 'The answer to question 4 of our 15 6 ft.' This is a reference to Jonathan Swift's 'Gulliver's Travels' (Lilliputians vs Blefuscudians). 'Glum gluffs' is a transcription of a made-up unit; the answer converts it to feet. The answer is '6 ft' stated in the transcript.
2025,15,5,"Though in custody at the time, a small screen criminal mastermind orchestrates the takeover of seven banks in a single day. What is the complete name of the 7th Bank?",Fidelity Bank of New York,"Marked as 'question 5 hours 15' (hour 15). Answer given at 8:38:29 as 'Fidelity Bank of New York'. This appears to be from a movie or TV show about a criminal mastermind. --- Clearly identified as 'question 5 of our 15'. The answer is provided: 'Fidelity Bank of New York. Once again, the answer to question 5 of our 15, Fidelity Bank of New York.' This appears to reference the movie 'Inside Man'."
2025,15,6,"A 1968 top five song was released as a B-side instrumental version of the song on the A side. The A side is credited to the vocalist. The B side is credited to the vocalist and company, despite the fact that the vocalist doesn't appear on it. What is the name of this instrumental hit?",The Horse,"Marked as 'Question 6 of our 15'. Note: The question text mentions 1968 in the answer section but says 1965 in one repeat - 1968 is likely correct based on context. Answer given at 8:45:00 as 'The Horse'. This is by Cliff Nobles and Company. --- Marked as 'Question 6 of our 15' and later reiterated. Answer provided: 'The answer, the Horse. The answer to question 6 of our 15, The Horse.' Note: The question text mentions '1968' but one reading said '1965'; the 1968 version appears in the main question statement. 'The Horse' by Cliff Nobles & Co. matches this description."
2025,15,7,A young boy is enlisted to carry film canisters and a package. He's to leave the package at Piccadilly Circus before 1:30. He's delayed by a street barker who demonstrates two products on him. What is the name of the product demonstrated first in this big screen flick?,Salvadant,"Marked as 'question number 7 of our 15'. Answer given at 8:51:30 as 'Salvadant'. This appears to be from a British film involving a boy delivering a package in London. --- Identified as 'question number 7 of our 15'. The answer is given: 'Salvadant again, the answer to question 7 of our 15, Salvadant.' This references 'Mary Poppins'. Transcription of 'Salvadant' is uncertain; could be related to a product from the film but transcription is as spoken."
2025,15,8,"Bluey and Bingo and their father play at being at work. Dancing isn't allowed at this pretend workplace, according to Bluey. What is it that their company makes?",Drain pipes,"Marked as 'question number 8 of our 15'. Answer given at 8:57:01 as 'Drain pipes'. This is from the Australian children's show 'Bluey' where the characters play a pretend game about a workplace. --- Question 8 of hour 15 is clearly stated. The question asks what the pretend company makes in the Bluey episode. The answer 'Drain pipes' is explicitly provided after the question is repeated. --- Marked as 'question number 8 of our 15'. The answer is stated: 'Drain pipes. Once again, the answer to question number 8 of our 15 Drain pipes.' This references the children's show 'Bluey' and a specific episode with a workplace pretend game. --- Question 8 of hour 15 is clearly identified at 8:57:01. The question is read once, then the answer 'Drain pipes' is given immediately after."
2025,16,1,"What is the name of the retirement home small screen character Oliver Nugent was invited to leave before he moved in with his grandson and a roommate, two students at Sheffield University?",Bayview Acres,Question 1 of hour 16 is clearly identified in the transcript. This appears to be about the British sitcom 'Open All Hours' or similar character. The answer 'Bayview Acres' is explicitly stated at 9:09:02. --- Question 1 of hour 16 is identified at 9:03:31. The question is repeated multiple times during the music segment. The answer 'Bayview Acres' is given at 9:09:02.
2025,16,2,What is the first and last name of the fictional big screen surgeon who steps in to perform an operation on a patient whose blood pressure was 30/200?,Walter Mitty,Question 2 of hour 16 is clearly stated. This refers to the movie character. The answer 'Walter Mitty' is explicitly provided at 9:16:02. The character is from 'The Secret Life of Walter Mitty.' --- Question 2 of hour 16 is identified at 9:10:32. The question is repeated during music. The answer 'Walter Mitty' is given at 9:16:02.
2025,16,3,"A top 20 hit was originally released as a standalone single by a duo. 21 years later, a cover version by a group made it all the way to #2. While the group had already been performing it live for several years, their version appeared on a soundtrack album, not one of their own. What is the name of this song?",Hazy Shade of Winter,Question 3 of hour 16 is clearly identified. The answer 'Hazy Shade of Winter' is explicitly stated at 9:24:03. This is the Simon & Garfunkel song covered by The Bangles. --- Question 3 of hour 16 is identified at 9:18:32. The song 'Supercalifragilisticexpialidocious' is played as a distraction. The answer 'Hazy Shade of Winter' is revealed at 9:24:03.
2025,16,4,"More than one float in the 136th Rose Parade included a signpost. They featured multiple signs, usually with arrows and words like places and activities. One was crossed out. What did the sign that was crossed out say?",Pluto,Question 4 of hour 16 is clearly stated. The answer 'Pluto' is explicitly provided at 9:29:33. This refers to the 2025 Rose Parade floats. --- Question 4 of hour 16 is identified at 9:24:33. The question is repeated during the music segment. The answer 'Pluto' is given at 9:29:33.
2025,16,5,What is the name of the softball team that beat the small screen Newmarket Maulers by a score of 17 to 8?,Shaky Acres retirement home,Question 5 of hour 16 is clearly identified. The answer 'Shaky Acres retirement home' (transcribed as 'Shay Acres' but corrected based on context) is explicitly stated at 9:36:04. This appears to be from a TV show. --- Question 5 of hour 16 is identified at 9:30:33. The question is repeated during the music segment. The answer 'Shaky Acres Retirement Home' (transcribed as 'Shay Acres' in one instance but clearly 'Shaky Acres') is given at 9:36:04.
2025,16,6,Television ads for prescription drugs often include lots of on-screen disclaimers. They cover everything from side effects to noting that people on screen aren't actually doctors. One disclaimer in a recent commercial identifies the person on screen as nicest paid spokesperson. What is the first and last name of this very nice person?,Henry Winkler,"Question 6 of hour 16 is clearly stated starting at 9:38:04. The question is read multiple times but the answer is not provided in this transcript chunk. The question continues but cuts off before the answer is given. --- Question 6 of hour 16 is clearly identified multiple times throughout the transcript. The answer 'Henry Winkler' is explicitly stated at timestamp 9:45:05 with confirmation 'Once again, the answer to question number 6 of our 16, Henry Winkler.' --- Question 6 of hour 16 is identified at 9:38:04. The question is repeated during the music segment but the answer is not provided in this transcript chunk. The question is still being played with music during the final timestamps. --- Question 6 of hour 16 is clearly identified multiple times throughout the transcript. The answer 'Henry Winkler' is given at timestamp 9:45:05 with the phrase 'The answer, Henry Winkler.' This is about Henry Winkler's appearance in prescription drug commercials."
2025,16,7,"What is the first and last name of the tennis player who, as a member of the US Davis Cup team playing in Argentina, upset the crowd while winning a match against a local favorite by catching an unreturnable serve with his hand?",Andre Agassi,"Question 7 of hour 16 is identified at 9:45:35 and repeated several times. The answer 'Andre Agassi' is given at 9:50:35 with confirmation 'Once again, the answer to question number 7 of our 16, Andre Agassi.' --- Question 7 of hour 16 is identified at 9:45:35. The answer 'Andre Agassi' is given at timestamp 9:51:05 with 'The answer, Andre Agassi.' This refers to a famous Davis Cup incident where Agassi caught a serve."
2025,16,8,"While another man searches a hotel room for clues in a big screen flick that takes place in 2019, an officer keeps himself busy by making a stick figure out of a single ordinary item. What is that item?",Matchstick,Question 8 of hour 16 is introduced at 9:51:05. The answer 'Matchstick' is given at 9:56:36 with confirmation 'The answer to question number 8 of our 16. Matchstick.' --- Question 8 of hour 16 starts at 9:51:05. The answer 'Matchstick' is given at timestamp 9:57:06. This refers to a movie scene where a character makes a stick figure from a matchstick.
2025,17,1,Sydney the squirrel lives in a zoo and often helps his kangaroo friends put a stop to the monkey business gang. What are the names of the four members of this gang?,"Bingo, Bango, Bongo, and Fred","Question 1 of hour 17 is clearly identified at 10:03:06. The answer is given at 10:09:37 as 'Bingo, Bango, Bongo, and Fred' with confirmation 'Once again, the answer to question number 1 hour 17. Bingo, Banggo, Bongo, and Fred.' The spelling variation 'Banggo' in the transcript appears to be a transcription error for 'Bango'. --- Question 1 of hour 17 is identified at 10:03:06. The answer is given at 10:09:37 as 'Bingo, Bango, Bongo, and Fred.' This is a reference to the animated children's show character Sydney the Squirrel."
2025,17,2,"During a break in the 2024 Major League Baseball home run derby, a teammate supported a participant by bringing out a bottle of liquid with a piece of tape on it. A word was written on that tape pronouncing it the way viewers were told was proper in his team's city. What was that word?",Wouter,"Question 2 of hour 17 is introduced at 10:09:37. The answer 'Wouter' is given at 10:15:37 with confirmation. The context indicates this refers to the pronunciation of 'water' in a specific accent or dialect associated with a team's city (likely related to the 2024 MLB home run derby). --- Question 2 of hour 17 is identified at 10:09:37. The answer 'wooter' (a reference to how water is pronounced in certain accents) is given at 10:15:37. The phrase 'Dack, a bottle of water' clarifies this refers to how 'water' is pronounced locally."
2025,17,3,"A big screen family receives weekly windfalls of cash caused by the actions of a squirrel. The patriarch of this family then invests in businesses around town, becoming partners with Byfield, Murphy, Molinari, Max, and Petrushka, among others. What is the last name of this fortunate family?",Amendola,"Question 3 of hour 17 is introduced at 10:20:07 and repeated at 10:20:37. The question asks for the last name of the family (note the correction in the repeat from 'name' to 'last name'). However, no answer is provided in this transcript chunk - it cuts off at 10:22:38 before the answer is given. --- Question clearly identified as 'question number 3 of our 17'. The question is read multiple times throughout the transcript (10:20:37, 10:23:38, 10:24:08, 10:26:08, 10:26:38). Answer given at 10:26:38: 'Amendola'. This is a reference to the TV show 'Family Guy' where a squirrel causes the family to receive money. The answer is definitively stated. --- Question 3 of hour 17 is identified at 10:20:07. The question is repeated at 10:20:37 but no answer is provided in this transcript chunk. The transcript cuts off before the answer is given. This appears to be referencing a family comedy where a squirrel brings them financial luck. --- Question number 3 of our 17 (hour 17) is clearly stated multiple times in the transcript. The answer 'Amendola' is explicitly given at 10:26:38 with the confirmation 'Once again, the answer to question number 3 of our 17, Amendola.'"
2025,17,4,"During Prohibition, a man in Boston pled self-defense after a torn raincoat at the scene of a crime led investigators to him. He had trespassed on zoo property and killed an ostrich that had hit him repeatedly over the head. What was the first and last name of the ostrich he killed?",George Washington,"Question identified as 'question number 4 of our 17'. Read multiple times (10:26:38, 10:27:08, 10:27:38, 10:30:08, 10:32:38). Answer given at 10:33:09: 'George Washington'. The question appears to reference a famous ostrich incident. Answer is clearly stated by the host. --- Question number 4 of our 17 is stated at 10:26:38. The answer 'George Washington' is given at 10:33:09 with confirmation 'Again, the answer to question number 4 of our 17, George Washington.'"
2025,17,5,"Doctor Amy Larson can't remember the last 8 years of her life, but she does remember playing a memory game in a vehicle with her family. What is the name of her son's stuffed toy in that memory?",Moo Cow,"Question identified as 'question number 5 of our 17'. Read multiple times (10:34:09, 10:34:39, 10:37:39). Answer given at 10:40:09: 'Mou cow' (likely 'Moo Cow'). This appears to reference a scene from the TV show 'Inside Out' where a character named Amy has memory issues. Answer is clearly stated. --- Question number 5 of our 17 is introduced at 10:34:09. The answer 'Mou cow' (transcribed as 'Moo Cow') is given at 10:40:09 with confirmation 'Once again, the answer to question number 5 of our 17, moo cow.'"
2025,17,6,"The cover of a version of a board game based on a TV show shows a fish bowl with two goldfish swimming inside. According to slips of paper stuck to the fish bowl, what are their names?",Marsh and Mellow,"Question identified as 'question number 6 of our 17'. Read multiple times (10:40:39, 10:43:09). Answer given at 10:45:40: 'Marsh and Mellow' (transcribed as 'Martian Mallow deck' but corrected to 'Marsh and Mellow' in context). This likely references a board game based on a TV show, possibly Fish Pond or similar. --- Question number 6 of our 17 is stated at 10:40:39. The answer is given at 10:45:40 as 'Marsh and Mellow' (transcribed variations appear as 'Martian Mallow' and 'Mallow deck' due to transcription errors, but the intended answer is clearly the two goldfish names from the Gilligan's Island board game)."
2025,17,7,"A young woman arrives at work in a bad mood, then cuts off her hair in the bathroom before punching in. This montage scene is accompanied by a song called Free. In the scene, she grabs a pair of scissors from atop a paper towel dispenser bearing a sticker with the logo of a record label. What is that label?",Rhino,"Question identified as 'question number 7 of our 17'. Read multiple times (10:46:40, 10:47:10, 10:47:40, 10:50:10, 10:52:40). Answer given at 10:52:40: 'Rhino'. This is a very specific question about a scene in what appears to be a movie or TV show. The answer is definitively stated. --- Question number 7 of our 17 is introduced at 10:46:40. The answer 'Rhino' is given at 10:52:40 with confirmation 'The answer to question 17 hours... Question 7, 17, Rhino.'"
2025,17,8,"What are the names of the four members of the Mosquitoes, small screen character Gilligan's favorite band?","Bingo, Banggo, Bongo, and Irving","Question identified as 'question number 8 of our 17'. Read multiple times (10:53:10, 10:53:40, 10:55:40). Answer given at 10:58:11: 'Bingo Banggo, Bongo, and Irving'. This references the TV show 'Gilligan's Island'. The four names are clearly stated. --- The question is clearly stated at 10:57:41. The answer is given at 10:58:11. This is from hour 17, question 8. The answer mentions four names: Bingo, Bango, Bongo, and Irving. --- Question number 8 of our 17 is stated at 10:53:10. The answer is given at 10:58:11 as 'Bingo Banggo, Bongo, and Irving' with confirmation 'the answer Bingo Banggo, Bongo, and Irving.' --- Question clearly stated as 'question 8 of our 17'. Answer given as 'Bingo Banggo, Bongo, and Irving' - note 'Banggo' appears to be a transcription error for 'Bango'. The answer is repeated multiple times confirming it."
2025,18,1,"A small screen car company CEO described a new hastily put together vehicle as the car of the future, being inspired by the platypus. It debuted at a special presentation with much fanfare, including music from Steppenwolf. What is the announced make and model of this vehicle?",Payne Ponderosa,Question is clearly identified as question 1 of hour 18 starting at 10:56:41 (end of previous section). The answer is given at 11:10:11 as 'Payne Ponderosa'. This is a reference to the animated show 'King of the Hill'. --- Question 1 of hour 18 is clearly identified. The answer is given as 'Payne Ponderosa' and repeated in confirmation. This appears to be a reference to a fictional vehicle from an animated TV show.
2025,18,2,What is the trademark brand of cotton sheets that were advertised as being Hummingbird light and Eagle Strong?,Cannon,Question 2 of hour 18 is introduced at 11:10:11. The answer is given at 11:16:12 as 'Cannon'. This refers to the Cannon brand of sheets with their advertising slogan. --- Question 2 of hour 18 is clearly stated. Answer given as 'canon' (lowercase in transcription). This is a brand name for sheets.
2025,18,3,"While most of a top 5 hit song is a story told by the male titled character, a female voice sings a portion of the song 3 times, though in the final repetition, the last 5 words are omitted. What are those 5 words?",Just you wait and see,Question 3 of hour 18 starts at 11:18:42. The answer is given at 11:24:13 as 'Just you wait and see'. The song being referenced is 'My Little Sister' by Elvis Presley based on the music played during the question. --- Question 3 of hour 18 clearly identified. Answer given as 'Just you wait and see' and repeated for confirmation. The song appears to be 'Little Sister' by Elvis Presley based on the music playing.
2025,18,4,"An Oscar-winning biopic includes a scene set in the yard of a home in the New Mexico desert during World War II. A wife asks her husband if a secretive anticipated event was about to happen. He says that if things go well, he'll send her a message. What is that innocent phrase?",Take in the sheets,Question 4 of hour 18 begins at 11:24:43. The answer is given at 11:32:13 as 'Take in the sheets' with the note that 'bring in the sheets' or something close would also be accepted. This is from the movie 'Oppenheimer'. --- Question 4 of hour 18. Answer given as 'Take in the sheets' with the note that 'bring in the sheets' or something close would also be accepted. This references the atomic bomb test (Trinity test) and is from the film 'Oppenheimer'.
2025,18,5,"What is the first and last name of the competitor who won the governor's race, the feature event at the Governor's National Outboard Motorboat Championships on Lake Wingra in 1933?",Homer Kincaid,"Question 5 of hour 18 is introduced at 11:32:43. The answer is given at 11:38:44 as 'Homer Kincaid'. This appears to be a Wisconsin-specific trivia question. --- Question 5 of hour 18 clearly identified. Answer given as 'Homer Kincaid' and repeated for confirmation. Lake Wingra is in Madison, Wisconsin."
2025,18,6,"An animated small screen character has very large feet. He leaves very large footprints and is called Bigfoot in a special news report before getting into an extended food fight with a dog. One more clue: One of his eyes is light blue, the other a more intense blue. What is the first name of this misunderstood character?",Theodore,"Question 6 of hour 18 begins at 11:40:14. The answer is not provided in this transcript chunk. The answer is cut off before it is given (timestamp ends at 11:45:44 while still in the middle of the question). Based on the clues (large feet, called Bigfoot, one light blue eye and one intense blue eye, food fight with a dog), this is likely referring to Peter Griffin from 'Family Guy', but the answer is not explicitly stated in the provided text. --- Question 6 of hour 18 is clearly identified at timestamp 11:43:14. The question is repeated multiple times and the answer is given at 11:46:14 as 'Theodore'. This appears to be referring to the character Theodore McElroy from the animated series. --- Question 6 of hour 18 is clearly identified and read multiple times, but the answer is not provided in this transcript chunk. The question appears to reference an animated character from a TV show, but the answer segment is cut off at the end of the transcript. --- Question 6 of hour 18 is clearly identified. The answer 'Theodore' is explicitly stated at timestamp 11:46:14 with 'Theodore, the answer to question 6 of hour 18, Theodore.'"
2025,18,7,"How high above the ground is the cupola of the courthouse of the fictional big screen town of Milburn, Indiana? Please be exact, as described in a letter describing a topic of general interest written in 1916.",127 feet 7 inches,Question 7 of hour 18 is identified at timestamp 11:46:14. The question is repeated multiple times. The answer is given at 11:52:15 as '127 ft 7 inches'. Note: 'cuula' in the transcript is clearly a transcription error for 'cupola'. The answer is confirmed again at 11:52:45. --- Question 7 of hour 18 is identified. The answer is given at timestamp 11:52:15 as '127 ft 7 inches' (interpreted as 127 feet 7 inches). Note: 'cuula' in transcript is likely 'cupola' based on context.
2025,18,8,"With altered lyrics, a cover of a song hit number 3 on the Billboard Hot 100, 20 years after it hit number 3 the first time around. An artist in the first version contributed vocals in the second. What is the shared name of these songs?",California Girls,"Question 8 of hour 18 is identified at timestamp 11:52:45. The question is repeated multiple times with slight variations. The answer is given at 11:58:15 as 'California Girls', confirmed again at 11:58:15. This refers to the Beach Boys' original 1985 song and its 1985 cover with additional artists. --- Question 8 of hour 18 is identified. The answer 'California Girls' is stated at timestamp 11:58:15: 'California Girls, again, the answer to question number 8 of our 18, California Girls.'"
2025,19,1,The beginning of a big screen flick pans across a wall featuring paraphernalia celebrating the career of a stage magician named Merlin. A playing card also appears on that wall. What is that card?,10 of hearts,"Question 1 of hour 19 is identified at timestamp 12:05:46. The question is repeated multiple times and the answer is given at 12:10:46 as '10 of hearts', confirmed again at 12:11:16. This appears to reference a specific film scene. --- Question 1 of hour 19 is clearly identified starting at 12:05:46. The answer is given at 12:10:46: 'The answer 10 of hearts.'"
2025,19,2,Contestants on the Masked Singer hide their identities with elaborate costumes. One of the winning contestants has two playing cards tucked into their hat. What are those two cards?,3 of clubs and King of hearts,"Question 2 of hour 19 is identified at timestamp 12:11:16. The question is repeated multiple times and the answer is given at 12:16:47 as '3 of clubs and King of hearts', confirmed again at 12:17:17. This references a specific contestant from the Masked Singer TV show. --- Question 2 of hour 19 is identified starting at 12:11:16. The answer is given at 12:16:47: 'The answer 3 of clubs and King of hearts.'"
